ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,dim,le,wi,hi,we
3574660453539,B00WUE9SC0,Johnson's,https://www.amazon.co.uk/dp/B00WUE9SC0,,,22541,,,,"Automatic Feeders","Health & Personal Care",NA,NA,,,"100 Grams"
3574660026757,B004FJ1GR8,Johnson,https://www.amazon.co.uk/dp/B004FJ1GR8,"6 x 200g baby powder creates a friction free layer that allows baby's skin to keep healthy and soft.",https://images-eu.ssl-images-amazon.com/images/I/311q9XQvpPL.jpg,,87721,"Please be aware that unless expressly indicated otherwise, product packaging may vary from what is shown on this listing. We recommend that you do not rely solely on the information presented on our listing. Please always read the labels, warning and directions provided before using or consuming the product.",6.34,Categories,"Health & Baby Care",NA,NA,,,"200 g"
3574660453089,B0077AJ94O,Johnson's,https://www.amazon.co.uk/dp/B0077AJ94O,"<b>Johnsons Baby Shampoo</b>Enthält sorgfältig ausgewählte, wertvolle und pflegende Inhaltsstoffe, die sich als besonders mild und wirksam bewährt haben.Die einzigartige No-more-Tears Formel, ist zu Babys Augen so sanft wie reines Wasser. Exakt auf die Bedürfnisse von Neugeborenen und Kleinkindern abgestimmt,<br> lässt sich Babys Haar leicht und mild reinigen und sorgt dafür die empfindliche Babyhaut in ihrem natürlich gesunden Zustand bewahrt wird.<b>Mit dem einzigartigen Baby.Frische Duft.</b> Eine besonders milde Pflege für babyweiche, glänzend reine Haare. Johnsons- bei Mamas beliebt und bewährt seit mehr als 100 Jahren.<b>Wir lieben Babys.</b> Bei Johnson & Johnson wird streng darauf geachtet, ausschließlich Inhaltsstoffe bei Babypflege-Produkten zu verwenden, die hohen Qualitätsstandards entsprechen und sich als äußerst sicher bewährt haben. <b>Details:</b><br>- Besonders mild<br>- Keine Tränen mehr<br>- Empfindliche Kopfhaut<br>- Dermatologisch getestet<br>- Inhalt: 300 ml<br>- Lieferumfang: 6 Stück<BR><BR>- Besonders mild<br><BR>- Keine Tränen mehr<br><BR>- Empfindliche Kopfhaut<br><BR>- Dermatologisch getestet<br><BR>- Inhalt: 300 ml<br><BR>- Lieferumfang: 6 Stück",https://images-eu.ssl-images-amazon.com/images/I/41wnFZfO5kL.jpg,,1516687,,23.36,Shampoos,Toys,NA,NA,,,"9.1 g"
9001616203633,B002WJI35G,MAM,https://www.amazon.co.uk/dp/B002WJI35G,"No information currently available.",https://images-eu.ssl-images-amazon.com/images/I/41lxrVQb2wL.jpg,FT0302,847,"Pack of two wide neck silicone teats,Cross cut,Silky, soft-textured surface,Encourages natural suckling action,Fit all MAM bottles",4.50,"Bottle Nipples","Home & Garden","9 x 9 x 12 cm",9,9,12,"18.1 g"
048526004553,B073P9JFW4,Nuby,https://www.amazon.co.uk/dp/B073P9JFW4,"Nuby Ice Bite Teether Keys",https://images-eu.ssl-images-amazon.com/images/I/51p3NJoFyoL.jpg,,,"for 4 months,ideal size for small hads",4.89,Teethers,"Soothers & Teethers","6 x 9 x 12.5 cm",6,9,12.5,"104 g"
048526004782,B000J1OOJI,Nuby,https://www.amazon.co.uk/dp/B000J1OOJI,"Nuby Bug-a-Loop Teether 3mth+",https://images-eu.ssl-images-amazon.com/images/I/51At0S%2BuElL.jpg,478,193,"Massaging Nub-eezTM soothe and stimulate gums,Multiple Teething surfaces aid in the eruption of new teeth,Silver winner at the Practical Parenting awards 2010/11 for best  Baby Toy under £20,BPA free,Easy for Baby to hold",3.99,Teethers,"Baby & Toddler Toys","2.5 x 14.5 x 13 cm",2.5,14.5,13,"59 g"
048526005673,B06XTQ4FNN,Nuby,https://www.amazon.co.uk/dp/B06XTQ4FNN,,https://images-eu.ssl-images-amazon.com/images/I/51xUY1dPyRL.jpg,567,1520,"Aids in the eruption of new teeth,Multiple teething surface,Pure ice teething gel. stays cool for longer than water filled teethers,Refrigerator safe",3.00,Teethers,"Baby & Toddler Toys","14 x 8.6 x 4 cm",14,8.6,4,"81.6 g"
048526006328,B009ICN71K,Nuby,https://www.amazon.co.uk/dp/B009ICN71K,"Nuby Wacky Teething Ring 3mth+",https://images-eu.ssl-images-amazon.com/images/I/31wUXUCgELL.jpg,632,38,"Aids in the eruption of new teeth,Skin softTM silicone,Soft fabric crinkles to help develop hearing skills,Targets: Front teeth, middle teeth and back teeth,BPA free",2.99,Teethers,"Home & Garden","1.5 x 8 x 14 cm",1.5,8,14,"40.8 g"
048526006427,B00EI7DHQK,Nuby,https://www.amazon.co.uk/dp/B00EI7DHQK,"Nuby Chewbies Teethers are designed to be as easy to keep in baby's mouth as a soother and feature massaging bristles and ridges to help clean the gums and soothe baby. They are also easy for baby to hold and come with a hygienic carry case. Suitable for cold water sterilisation and wipe clean only.",https://images-eu.ssl-images-amazon.com/images/I/41PWXnJaORL.jpg,642,1829,"Stimulates the lips and tongue to a healthy oral development,Hygienic box,Dishwasher safe",2.50,Soothers,"Soothers & Teethers","5.7 x 5.3 x 5.7 cm",5.7,5.3,5.7,"40.8 g"
048526006649,B00S2V43YS,Nuby,https://www.amazon.co.uk/dp/B00S2V43YS,"Nuby's Spin N Teethe has a combination of soft surfaces to chew and hard surfaces to aid the eruption of new teeth. The triangle shape with its soft silicone corners is easy for tiny hands to grab on to, while spinning, rattle parts and bright colours stimulate baby's senses.",https://images-eu.ssl-images-amazon.com/images/I/41g95b604kL.jpg,664,20817,"Triangle shape, easy for little hands to hold,Fun, movable spinning parts and rings to turn and rattle,Bright colors to help captivate and stimulate baby's senses,Soft surfaces to chew and hard surfaces to aid the eruption of new teeth",5.73,Teethers,"Soothers & Teethers","8.9 x 1.3 x 8.9 cm",8.9,1.3,8.9,"22.7 g"
048526006687,B071L618K4,Nuby,https://www.amazon.co.uk/dp/B071L618K4,,https://images-eu.ssl-images-amazon.com/images/I/413e%2BpnWXgL.jpg,,58025,,7.13,Teethers,"Soothers & Teethers",NA,NA,,,NA
048526006717,B010R3K8XS,Nuby,https://www.amazon.co.uk/dp/B010R3K8XS,"Nuby's Kool Soother Teethers come in a handy pack of 3 colourful shapes that provide a cool, textured surface for baby to bite and teethe on during teething periods. The cool, resilient surface soothes and stimulates sore gums safely. Designed with raised, offset surfaces, the Kool Soother teether assists in the eruption of teeth by gently massaging infant's gums. The colourful shapes are easy for baby to hold and sized for maximum effectiveness as a teether and soother in one.",https://images-eu.ssl-images-amazon.com/images/I/41hBIM2BJFL.jpg,Coolbite,338629,"It is comes in a handy pack of 3 colourful shapes,Provides a cool, textured surface for baby to bite and teethe on during teething periods,The cool, resilient surface soothes and stimulates sore gums safely,Easy for baby to hold",6.84,Soothers,"Soothers & Teethers","1.3 x 7 x 7.2 cm",1.3,7,7.2,"77.1 g"
048526044207,B071SGX8J9,"Nuby UK",https://www.amazon.co.uk/dp/B071SGX8J9,,https://images-eu.ssl-images-amazon.com/images/I/51Bdpp52D9L.jpg,4420,157324,"Waterproof, wipe clean and designed with a handy scoop at the bottom to help catch any mess.,Comes with a secure, easy to fasten neck.,Available in a variety of fun designs for your little one.,Suitable for 6m+, bpa free.",9.99,Bibs,"Nursing & Feeding","39 x 28.4 x 0.5 cm",39,28.4,0.5,"49.9 g"
048526053643,B004PYCYRY,Nuby,https://www.amazon.co.uk/dp/B004PYCYRY,"The Nuby Nibbler is a great way to introduce soft solids when your child is ready. Allows your child to eat whole foods without the risk of choking. Perfect for fruits and veggies. Fill with fr ounce en treats to use as a teether. Squeeze and twist lockin",https://images-eu.ssl-images-amazon.com/images/I/41O9DRenDqL.jpg,5364,19133,"Nuby Nibbler,Perfect for introducing whole foods when weaning,Fill with different fruits and vegetables,Easy squeeze and twist locking system prevents child from opening,Reduces the risk of choking",3.45,Categories,"Baby Products","5.1 x 5.1 x 46 cm",5.1,5.1,46,"40.8 g"
048526058815,B072TXMCYG,Nuby,https://www.amazon.co.uk/dp/B072TXMCYG,,https://images-eu.ssl-images-amazon.com/images/I/51cVoRL4y7L.jpg,5881,6964,"The perfect soft plush accessory for baby to soothe and comfort,Velcro soother attachment means the chewbie teether can be removed for sterilisation,Chewbies teethers are designed to be as easy to keep in baby's mouth and feature massaging bristles,Ridges to help clean the gums, soothe baby and are easy for baby to hold.,Chewbie teether is suitable for all forms of sterilisation and dishwasher safe when removed from snoozie.",5.99,Teethers,"Soothers & Teethers","24 x 14.5 x 6 cm",24,14.5,6,"49.9 g"
048526061945,B00NNBIAAK,Nuby,https://www.amazon.co.uk/dp/B00NNBIAAK,"Nuby's Little Squirts bath toys are guaranteed to keep your baby entertained in the bath. These fun characters squirt, squeak and float in the bath and helps develop good hand eye coordination. They are brightly coloured and the perfect size for your babies little hands to hold and squeeze.",https://images-eu.ssl-images-amazon.com/images/I/41jVJL-HnOL.jpg,6194,1053,"This set of eight fun interactive squirting toys brings playtime to the bath tub,Children enjoy splashing with the different animals that float and squeak,Playing with the squirts helps children develop hand-eye coordination and understand cause and effect - plus it's super fun,Easy for little hands to hold and BPA Free for total reassurance,From 6 months onwards",8.99,"Bath Toys","Baby & Toddler Toys","9.8 x 9.8 x 23.7 cm",9.8,9.8,23.7,"200 g"
048526062003,B014VXO6LU,Nuby,https://www.amazon.co.uk/dp/B014VXO6LU,"The Nuby Little Submarine moves and floats on water. Easy to pull string is perfect for little hands and teaches coordination and development.",https://images-eu.ssl-images-amazon.com/images/I/41rPUlUa1VL.jpg,6200,102505,"Fun and interactive bath toy! Bright colours & faces will engage and capture your baby's attention,Helps develop hand eye coordination,Baby pulls the propeller string towards him or her making the submarine's wheels turn; watch the submarine glides through the water!",12.99,Categories,Grocery,"16.5 x 10.2 x 8.3 cm",16.5,10.2,8.3,"68 g"
048526065561,B004DPE4HS,Nuby,https://www.amazon.co.uk/dp/B004DPE4HS,"Nuby flip flop teeth book. Great for youngsters. Colour: multi-coloured. Size: one size",https://images-eu.ssl-images-amazon.com/images/I/51uiu7nojPL.jpg,6556,31612,"Colourful fabric teething book,Bright colours to stimulate hand and eye co-ordination,Squeaks and Crinkles to help develop hearing skills,Soft plush character head that squeaks,Learn through play",9.62,"Learning & Activity Toys","Baby & Toddler Toys","5.3 x 19.7 x 24.7 cm",5.3,19.7,24.7,"132 g"
048526065684,B0069WMYRK,Nüby,https://www.amazon.co.uk/dp/B0069WMYRK,"<p>Nuby</p>Beiß- und Spieltuch<p>Dessins und Farben sortiert</p><p>Ausführungswunsch oder Farbe kann nicht garantiert werden</p><p>Lieferumfang 1 Stück</p><p> </p><p>Preisänderungen und Irrtümer vorbehalten. Nur der beschriebene Artikel ist im Lieferumfang enthalten</p>",https://images-eu.ssl-images-amazon.com/images/I/419a0bd1IEL.jpg,,56096,"Styles May Vary",3.99,Blankets,"Baby & Toddler Toys","27.9 x 12.2 x 4.3 cm",27.9,12.2,4.3,"45.4 g"
50048526096096,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
048526098644,B000KWOTY6,Nuby,https://www.amazon.co.uk/dp/B000KWOTY6,"When babies begin to show interest in feeding themselves, having the right equipment is a must. Nuby feeding accessories are made to withstand the challenges of daily use and retain their bright color. The iflower no-spill 2 handle cup has a unique one piece no-spill soft silicone spout that is easy to use, easy to clean. The spout promotes the natural drinking action and healthy oral development. The newly designed valve opens with minimum pressure and doesn't require constant sucking that can damage new teeth and soft palates. It also features easy-grip handles which are perfect for a child's transition to self feeding. The durable handles are designed for small hands and are comfortable and easy to hold.",https://images-eu.ssl-images-amazon.com/images/I/41AgKjitf4L.jpg,9644,2274,"<b>Minimum age</b>: 6 months,<b>Maximum age</b>: 3 years,<b> Dimensions</b>:  114 x 13 x 8.5 cm,<b>Requires batteries</b>: No,295 ml polypropylene cup with handles.<br />Soft non-leak variable flow spout.",2.95,"Sippy Cups","Nursing & Feeding","114 x 13 x 8.5 cm",114,13,8.5,"18.1 g"
048526096503,B000LK6KOO,Nuby,https://www.amazon.co.uk/dp/B000LK6KOO,"Colors may vary. You will receive one of the following colors: Red, Yellow, Green, Blue, Orange, Pink, or Purple.",https://images-eu.ssl-images-amazon.com/images/I/4160pP5fKEL.jpg,9650,1518334,,7.99,"Hot & Cold Treatments",Toys,"5.1 x 5.1 x 5.1 cm",5.1,5.1,5.1,"200 g"
048526100699,B00OHUQOHC,Nuby,https://www.amazon.co.uk/dp/B00OHUQOHC,"<p>The Nuby Simply Grip n Sip offers leak proof technology that you can see and hear so parents won't have to worry about leaks and spills. </p><p>Uniquely engineered with Easy Grip handles that are sized to fit a child's grasp, the cup is perfect for beginners. </p><p>Product Features;</p><ul><li>Silicone spout for first cup drinking </li><li>Suitable for 4-6 months+ </li><li>10oz/294ml </li><li>Touch Flow Technology which activates as soon as the user puts the spout into their mouth </li><li>Encourages natural drinking action and oral development</li><li> Classic silicone spout </li><li>BPA Free </li><li>Colour may vary from picture shown </li></ul>",https://images-eu.ssl-images-amazon.com/images/I/41eti5AkG7L.jpg,10069,24773,"Nuby Simply Grip N Sip Cup,Size 8oz / 240ml,Bpa free,Super spout,Touch flow valve",4.99,"Sippy Cups","Nursing & Feeding",NA,NA,,,"181 g"
048526103737,B06XJX4RJ1,Nuby,https://www.amazon.co.uk/dp/B06XJX4RJ1,,https://images-eu.ssl-images-amazon.com/images/I/51ev3U-fdYL.jpg,10373,42932,"No spill,Flexible silicone straw,BPA free",6.75,"Sippy Cups","Nursing & Feeding","24.1 x 7.6 x 10.2 cm",24.1,7.6,10.2,"181 g"
048526104123,B06XZTM83J,Nuby,https://www.amazon.co.uk/dp/B06XZTM83J,"Nuby's new 360 Maxi cup, designed for little ones 12 months plus, is the easiest, next step to big kid drinking. It is a doddle to drink from and makes the transition to open cup drinking easier with its 360 pressure sensitive technology. It has a clever spill proof seal which is ultra-hygienic and dentist approved. With a watertight coverlid you can just throw it in your bag and go! The insulated double wall traps air between the layers, helping to keep drinks cooler for longer and your little one can hold the cup without their hands getting too cold!",https://images-eu.ssl-images-amazon.com/images/I/515yG3AlCwL.jpg,108960783,49537,"Keeps liquids cold up to 6 hours,360º Insulated Maxi,BPA free",7.97,"Sippy Cups","Nursing & Feeding","9 x 10 x 20 cm",9,10,20,"200 g"
048526104277,B072TYRRQZ,"Nuby UK",https://www.amazon.co.uk/dp/B072TYRRQZ,,https://images-eu.ssl-images-amazon.com/images/I/51DWJFFzg1L.jpg,10427,8665,"Nuby's new 360° maxi cups, for little ones aged 12 months and above, are the easiest, next step to open cup drinking.,They're a doddle to drink from and makes the transition to open cup drinking easier with its 360° pressure sensitive technology.,They have a clever spill proof seal which is ultra-hygienic and dentist approved.,Come with a watertight coverlid so you can just throw it in your bag and go.,3d grip makes it easy for little hands to hold, available in a range of designs bpa free, with 300ml (10oz) capacity",6.99,"Sippy Cups","Nursing & Feeding","10.6 x 8.6 x 14.6 cm",10.6,8.6,14.6,"141 g"
324619230154,B00PWCE8JK,Nuby,https://www.amazon.co.uk/dp/B00PWCE8JK,,https://images-eu.ssl-images-amazon.com/images/I/41Q81vcsTyL.jpg,23015,813,"Gum-eez Teether and All Natural Teething Gel is suitable from 4m+ and is the perfect combination to provide comfort for teething pains,Gum-eez Teether unique textured design provides comfort to baby's delicate gums,Gum-eez Teether provides stimulus to the lips and tongue which promote the trasition from nursing to chewing,All Natural Teething Gel is suitable for both day and night use,Safe if swallowed, All Natural Teething Gel is Benzocaine free, non toxic and 99.999% effective against germs, including oral bacteria",3.99,Teethers,"Soothers & Teethers","5.5 x 12.5 x 14.5 cm",5.5,12.5,14.5,"40.8 g"
048526928248,B01N553Q4V,Nuby,https://www.amazon.co.uk/dp/B01N553Q4V,,https://images-eu.ssl-images-amazon.com/images/I/51FR%2BqViVaL.jpg,X92824B,424,"Nuby’s new 360° maxi cups, for little ones aged 12 months and above, are the easiest, next step to open cup drinking.,They’re a doddle to drink from and makes the transition to open cup drinking easier with its 360° pressure sensitive technology.,They have a clever spill proof seal which is ultra-hygienic and dentist approved.,Come with a watertight coverlid so you can just throw it in your bag and go.,Twin pack for great value, available in boy and girl colours, bpa free, with 300ml (10oz) capacity",6.00,"Sippy Cups","Nursing & Feeding","14.3 x 19 x 9.5 cm",14.3,19,9.5,"227 g"
048526928255,B01MRN51EL,Nuby,https://www.amazon.co.uk/dp/B01MRN51EL,"<p>Nuby's new 360 Mini cup, for little ones 4-12 months, is the easiest, next step to open cup drinking. </p><p> It is a doddle to drink from and makes the transition to open cup drinking easier with its 360 pressure sensitive technology. </p><p>It has a clever spill proof seal which is ultra-hygienic and dentist approved. With a watertight coverlid you can just throw it in your bag and go!</p><p>We recommend that you replace the silicone insert regularly and at least every 2 months.</p><p>Due to its 3-piece design the cup can completely disassemble for easy cleaning, simply push from the bottom and it pops apart so you can clean thoroughly. Wash before initial use and after each subsequent use.</p><p>Steam steriliser and dishwasher safe, top rack only.</p><p><b>Winner of GOLD Award in the Loved by Children Awards 2017 - 'Best Drinking Cup or Travel Bottle'</b></p>",https://images-eu.ssl-images-amazon.com/images/I/51EwvcvImdL.jpg,92825,16646,"Nuby's new 360 Mini cup, for little ones 4-12 months,Includes 1 240ml / 8oz bottle,Steam steriliser and dishwasher safe, top rack only.,Winner of GOLD Award in the Loved by Children Awards 2017 - 'Best Drinking Cup or Travel Bottle'",4.49,"Plastic Bottles",Bottles,"15 x 10 x 8.4 cm",15,10,8.4,"141 g"
4008600142850,B004QTPWVI,NUK,https://www.amazon.co.uk/dp/B004QTPWVI,"For bottles and teats to stay hygienic and safe to use it is really important that they are kept clean. To help NUK has developed the 2-in-1 Bottle & Teat Brush. Featuring firm bristles and a shape that is compatible with most baby bottles, the 2-in-1 Bottle & Teat brush is designed for thorough cleaning.",https://images-eu.ssl-images-amazon.com/images/I/31wGalwoAnL.jpg,10256279,259,"For thorough cleaning of bottle and teats,Compatible with most baby bottles,Separate small brush specifically designed for cleaning teats,Easy to store - 2 in 1 design with convenient hanging loop,NOTE : Color may vary",3.99,"Bottle Cleaning","Bottle Feeding","8 x 9 x 34 cm",8,9,34,"59 g"
4008600169512,B01CYMLTVK,NUK,https://www.amazon.co.uk/dp/B01CYMLTVK,"These teats are suitable for use with NUK First Choice Bottles which have a wide neck. If you have the standard, narrow neck NUK Classic bottles you will need the standard teats. The First Choice+ Teats replicate a mother's nipple during breastfeeding. The extra soft tip easily takes on different shapes whilst also promoting the development of the mouth, lips and tongue. The orthodontic NUK shape, combined with the NUK First Choice extra wide lip support, makes it easier to alternate between breast and bottle feeding. The improved Anti Colic Air System minimises infant colic caused by the harmful swallowing of air. Clinically proven for optimal combination of breast and bottle feeding.",https://images-eu.ssl-images-amazon.com/images/I/51khLjjD-6L.jpg,,312903,"Multibuy of 3 packs, each containing 2 teats,Suitable for use with NUK First Choice Bottles,Small Feeding Hole Suitable for Breast-Milk or Water",14.77,"Bottle Nipples","Bottle Feeding",NA,NA,,,NA
4008600169574,B01DMEUBYU,NUK,https://www.amazon.co.uk/dp/B01DMEUBYU,"These teats are suitable for use with NUK First Choice Bottles which have a wide neck. If you have the standard, narrow neck NUK Classic bottles you will need the standard teats. The First Choice+ Teats replicate a mother's nipple during breastfeeding. The extra soft tip easily takes on different shapes whilst also promoting the development of the mouth, lips and tongue. The orthodontic NUK shape, combined with the NUK First Choice extra wide lip support, makes it easier to alternate between breast and bottle feeding. The improved Anti Colic Air System minimises infant colic caused by the harmful swallowing of air. Clinically proven for optimal combination of breast and bottle feeding.",https://images-eu.ssl-images-amazon.com/images/I/41mCtbIijbL.jpg,,,"Multibuy - 5 packs of 2 teats,Suitable for First Choice+ Bottles (wide neck),Natural shape modelled on a mothers nipple during breastfeeding",24.33,"Bottle Nipples","Bottle Feeding",NA,NA,,,NA
4008600169635,B00NXVW89E,NUK,https://www.amazon.co.uk/dp/B00NXVW89E,"NUK's next generation teats! Extra soft silicone tip is the closest thing to mother's nipple, fitting perfectly to your baby's mouth. The NUK First Choice + teat features the special, orthodontic, asymmetrical NUK shape, an extra wide lip support and new extra soft tip to fit baby's mouth perfectly, simulating breastfeeding as closely as possible - so true to nature that most babies hardly notice the difference.",https://images-eu.ssl-images-amazon.com/images/I/41GAaAsSMrL.jpg,10709246,3073,"Suitable for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the Oral Health Foundation for promoting healthy oral development,Large feed hole suitable for thicker feed consistencies and hungry babies",3.99,Soothers,"Home & Garden","4.6 x 9.2 x 17.3 cm",4.6,9.2,17.3,"9.07 g"
4008600169338,B00O6A4BOG,NUK,https://www.amazon.co.uk/dp/B00O6A4BOG,"Nuby Natural Touch Pack Medium Flow Teats are inspired by the shape, texture and natural flex of mum?s breast encouraging babies to latch on more easily, creating a less stressful and happier feeding time for mum and baby. With its wide breast like shape and unique skin like feel, the Easy Latch teat makes it easier to combine breast and bottle feeding, 3 advanced valves allow air to flow back into the bottle for a continuous feed and contented baby.",https://images-eu.ssl-images-amazon.com/images/I/41QesIimXjL.jpg,10721265,316,"Suitable for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the Oral Health Foundation for promoting healthy oral development,Medium feed hole suitable for breast milk and formula",3.99,"Bottle Nipples","Bottle Feeding","4.6 x 9.2 x 17.3 cm",4.6,9.2,17.3,"9.07 g"
4008600169451,B00O6A4G82,NUK,https://www.amazon.co.uk/dp/B00O6A4G82,"Anti-Colic wide neck silicone teats The First Choice+ teats replicate a mother's nipple whilst breastfeeding. The extra soft tip easily takes on different shapes whilst also promoting the development of the mouth, lips and tongue. The orthodontic NUK shape, combined with the NUK First Choice extra wide lip support, makes it easier to breastfeed and alternate between breast and bottle. Clincally proven for optimal combination of breast and bottle feeding* Improved Anti Colic Air System minimises infant colic caused by the harmful swallowing of air. Silicone is a stronger and more durable material, that will last longer than latex. *Moral et al. BMC Paediatrics 2010, 10:6.",https://images-eu.ssl-images-amazon.com/images/I/41NegLEpf4L.jpg,10721266,1314,"Suitable for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the Oral Health Foundation for promoting healthy oral development,Large feed hole suitable for thicker feed consistencies and hungry babies",3.99,Soothers,"Bottle Feeding","4.6 x 9.2 x 17.3 cm",4.6,9.2,17.3,"45.4 g"
3384127590178,B00NQ66GX0,NUK,https://www.amazon.co.uk/dp/B00NQ66GX0,"NUK First Choice+ baby bottles make the transition from breast to bottle feeding easier.NUK has developed a range of the best baby bottles to make the transition from breast to bottle feeding easier. NUK First Choice+ Bottles feature the original NUK orthodontic shaped teat with a special, super soft zone which adapts perfectly to baby's palate.",https://images-eu.ssl-images-amazon.com/images/I/31oyNOt8L0L.jpg,10759017,8023,"Suitable for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the Oral Health Foundation for promoting healthy oral development,300ml bottle fitted with a medium feed hole teat",5.36,"Bottle Sealing Discs",Bottles,"6.5 x 6.5 x 20 cm",6.5,6.5,20,"81.6 g"
3384127590147,B00NQ66806,NUK,https://www.amazon.co.uk/dp/B00NQ66806,"NUK First Choice+ baby bottles make the transition from breast to bottle feeding easier.NUK has developed a range of the best baby bottles to make the transition from breast to bottle feeding easier. NUK First Choice+ Bottles feature the original NUK orthodontic shaped teat with a special, super soft zone which adapts perfectly to baby's palate.",https://images-eu.ssl-images-amazon.com/images/I/31pb8ZpGmuL.jpg,10759014,10718,"Suitable for combination feeding - the extra wide lip support simulates breast feeding as closely as possible,NUK Anti-Colic Air System minimises the risk of infant colic caused by the harmful swallowing of air, this also helps prevent the teat from collapsing,Medium feed hole teats are suitable for breast milk and formula,Approved by the Oral Health Foundation for promoting healthy oral developmentpment,150ml baby bottle fitted with 0-6 month's silicone Medium Feed Hole Teat and a sealing disc for leak-proof transportation",4.99,"Bottle Sealing Discs","Home & Garden","6.5 x 6.5 x 14.5 cm",6.5,6.5,14.5,"81.6 g"
3384127590154,B00NQ500TM,NUK,https://www.amazon.co.uk/dp/B00NQ500TM,"NUK First Choice 300ml Bottle with Silicone Size 1 Teat",https://images-eu.ssl-images-amazon.com/images/I/41JpcWykAEL.jpg,10759015,16086,"Suitable for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the Oral Health Foundation for promoting healthy oral development,300ml bottle fitted with a medium feed hole teat",10.75,"Plastic Bottles",Bottles,"6.5 x 12.5 x 20 cm",6.5,12.5,20,"177 g"
4008600129639,B00373FS4A,Disney,https://www.amazon.co.uk/dp/B00373FS4A,"A soother, pacifier or dummy is a useful aid for relaxing your baby. This helps to exercise the lips, tongue and facial muscles, which promotes the healthy development of teeth and jaw. The flat shape of our soothers helps prevent pressure marks and also stops the soother from falling out of baby?s mouth. The NUK Air System helps to ensure the mouthpiece remains soft and flexible, and integrated grooves enable saliva to flow away from baby?s mouth, preventing skin irritations.",https://images-eu.ssl-images-amazon.com/images/I/41QUYzStWOL.jpg,10729939,437,"Orthodontic shape mimics a mother's nipple during breastfeeding for improved acceptance,Approved by the British Dental Health Foundation for promoting healthy oral development,Orthodontic profile adapts to the shape of baby's mouth,  exercising the lips, tongue and facial muscles,Flat shape helps prevent pressure marks and stops the soother from falling out of baby's mouth,The NUK Air System helps ensure the mouthpiece remains soft and flexible",3.95,Soothers,"Home & Garden","3.5 x 9 x 17 cm",3.5,9,17,"18.1 g"
4008600129547,B00MAIR3TG,NUK,https://www.amazon.co.uk/dp/B00MAIR3TG,"ORTHODONTIC SOOTHER. For a healthy development of the jaw. NUK soothers are based on the shape of a mother's nipple whilst breastfeeding and are therefore optimally adapted to the baby's oral cavity. The NUK AIR SYSTEM releases air and allows the baglet to remain soft and keep its shape. This encourages the correct development the correct development of your child's teeth. NUK teats and soothers are accredited by the British Dental Health Foundation.",https://images-eu.ssl-images-amazon.com/images/I/41Tjk0A78VL.jpg,,,"BPA free NUK air system Training for lips, tongue and jaws",,Soothers,"Soothers & Teethers",NA,NA,,,NA
4008600210832,B00NQ65Z8C,Disney,https://www.amazon.co.uk/dp/B00NQ65Z8C,"Disney by NUK First Choice + Bottles include all the great features of the NUK First Choice + bottle range with the addition of a classic Disney illustration on the bottle. NUK has developed a range of the best baby bottles to make the transition from breast to bottle feeding easier.",https://images-eu.ssl-images-amazon.com/images/I/41ZJtHDKYTL.jpg,10741635,905,"Clinically tested and proven for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the British Dental Health Foundation for promoting healthy oral development,Medium feed hole suitable for breast milk and formula",3.98,"Bottle Sealing Discs","Home & Garden","6 x 7.2 x 23.5 cm",6,7.2,23.5,"81.6 g"
4008600210771,B00646XQJQ,Disney,https://www.amazon.co.uk/dp/B00646XQJQ,,https://images-eu.ssl-images-amazon.com/images/I/41qnNCaF4jL.jpg,10741634,2457,"Clinically tested and proven for combined feeding,NUK's Anti-Colic Air System reduces the risk of infant colic,Modelled on the shape of a mother's nipple during breastfeeding, NUK Teats encourage latch on,Approved by the British Dental Health Foundation for promoting healthy oral development,Medium feed hole suitable for breast milk and formula",3.98,"Plastic Bottles","Home & Garden","6 x 7.2 x 23.5 cm",6,7.2,23.5,"40.8 g"
