ean,asin,brand,Weblink,product_description,image_location,Amazon_Item_model_number,Amazon_Bestsellers_Rank,Bullet_Description,Amazon_Landed_Price,IPG_Cat_Desc_1_name,IPG_Cat_Desc_1_P,dim,le,wi,hi,we
5012583204336,B014A9T63S,,https://www.amazon.co.uk/dp/B014A9T63S,"Leaves your skin soft and smooth.Moisturises from top to toe.Skin friendly and does not dry skin out.Suitable for senstitive skin.Dermatological tested.",https://images-eu.ssl-images-amazon.com/images/I/41LBZdFYc5L.jpg,,,,1.41,"Shower Gels",Cleansers,NA,NA,,,NA
5012583204329,B00RZJHXPO,"Right Guard",https://www.amazon.co.uk/dp/B00RZJHXPO,"Has mild aloe vera fragrance Refreshing formula helps even dry skin feel gently moisturised Delicately moisturised skin Creamy light formula with yoghurt protein preserves the natural balance of the skin",https://images-eu.ssl-images-amazon.com/images/I/41Xo0u7GKiL.jpg,,149921,"Right Guard Women Shower + Yoghurt Aloe Vera Dry Skin Shower Cream 250m,Aloe vera with yoghurt protein,Helps dry skin feel moisturised and supple,skin friendly PH,Dry skin",1.30,"Shower Gels",Cleansers,NA,NA,,,"181 g"
5012583204503,B00ZI32UTS,"Right Guard",https://www.amazon.co.uk/dp/B00ZI32UTS,,https://images-eu.ssl-images-amazon.com/images/I/31D4tyM29ML.jpg,107105646,,"Fights the five signs of perspiration odour, wetness, stickiness, bacteria and yellow stains,Lock-fresh technology,Provides 48 hours protection,Dermatologically tested,Alcohol-free",3.25,Categories,"Bath & Body","5 x 5 x 23 cm",5,5,23,"204 g"
5012583204312,B011UF6KB6,"Right Guard",https://www.amazon.co.uk/dp/B011UF6KB6,,https://images-eu.ssl-images-amazon.com/images/I/31a9v%2BKSvZL.jpg,107105689,,"Fights 5 signs of perspiration,Keeps working for up to 48 hours for maximum confidence,Prevents odour,Dermatologically tested,Alcohol-free",,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"222 g"
5012583204640,B014G3CMFC,"Right Guard",https://www.amazon.co.uk/dp/B014G3CMFC,,https://images-eu.ssl-images-amazon.com/images/I/41by399dsbL.jpg,,1888,"Micro oils protects the skin against dryness,Provides noticeable care without leaving any greasy residue,Skin friendly pH,Alcohol free,Dermatologically tested",1.00,"Shower Gels",Cleansers,NA,NA,,,"299 g"
5012583204749,B01D6425JK,"Right Guard",https://www.amazon.co.uk/dp/B01D6425JK,"Total Defence 5 Active Power Aerosol, The Innovative Powder Free Formula Keeps You Protected Against Odour And Wetness For Up To 48 Hours. With Lively Elements Of Citric Fruits, This Fragrance Will Leave You Feeling Invigorated And The Skin Friendly Formula Is Alcohol Free And Dermatologically Tested. Right Guard Total Defence 5 Invisible Anti-Perspirant Deodorant Benefits:Fights Perspiration prevents Odourlong-Lasting Freshness instant Response Formula triple Stain Protection",https://images-eu.ssl-images-amazon.com/images/I/41wPWSE-jcL.jpg,,,"Total Defence 5 Active Power Aerosol,Protected Against Odour And Wetness For Up To 48 Hours,Alcohol Free And Dermatologically Tested.,triple Stain Protection",6.34,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"998 g"
5012583204800,B01HGN6V8S,"Right Guard",https://www.amazon.co.uk/dp/B01HGN6V8S,"Aerosol 150ml",https://images-eu.ssl-images-amazon.com/images/I/219XB2Si7DL.jpg,,,,1.06,Categories,"Home & Kitchen",NA,NA,,,NA
5012583204794,B01CPGJH32,,https://www.amazon.co.uk/dp/B01CPGJH32,,https://images-eu.ssl-images-amazon.com/images/I/41dsr9%2BoIGL.jpg,,,,1.42,"Shower Gels",Cleansers,NA,NA,,,"299 g"
5012583204756,B0195ROZY0,,https://www.amazon.co.uk/dp/B0195ROZY0,,,,,,,Categories,"Health & Personal Care",NA,NA,,,NA
5012583204817,B01LWJPYZI,,https://www.amazon.co.uk/dp/B01LWJPYZI,,,,,,1.92,Categories,"Health & Personal Care",NA,NA,,,NA
5012583204978,B01AV09XCE,"Right Guard",https://www.amazon.co.uk/dp/B01AV09XCE,"Awakens The Senses And Protects Your Skin From Drying Out. The Mild Formula Creates A Rich Lather And Pampers The Body. Skin Friendly pH Dermatologically Tested.",https://images-eu.ssl-images-amazon.com/images/I/41mYmIWSJCL.jpg,,372807,"Shower Gel With Coconut Water,With Coconut Extract",1.30,"Shower Gels",Cleansers,NA,NA,,,"349 g"
583205067,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
5012583203285,B00D079YI4,"Right Guard",https://www.amazon.co.uk/dp/B00D079YI4,"Start Your Day Right! Right Guard Invisible for women gives you extra protection against wetness and long-term protection against white, yellow and oily stains on clothing. It protects before you sweat. Its innovative formula with Sweat Detect Technology, anticipates sweat before it starts. Scientifically proven to give you 72 hour protection fighting body odour at its source and ensuring long-lasting freshness.<br /><br /> Shake well before use. Use in short bursts. Hold upright not less than 15cm from underarm and spray. Do not apply to irritated skin.<br /><br />",https://images-eu.ssl-images-amazon.com/images/I/41RAMpTnR0L.jpg,1746375,94733,"Right Guard Women Xtreme Invisible 72H Anti-Perspirant Deodorant Aerosol 150ml.,Formula with micro-absorbers provides Xtreme protection againts wetness.,Scientifically proven 72H protection.,Fights body odour at its source.,Long-lasting fragrance.",1.00,"Skin Care","Regular Stores","17.5 x 4.5 x 4.5 cm",17.5,4.5,4.5,"141 g"
5012583200765,B003C418BG,"Right Guard",https://www.amazon.co.uk/dp/B003C418BG,"Right Guard Total Defence Clean 5 Maximum Strength Anti-Perspirant Deodorant combines the five essential benefits of an anti-perspirant into one; (1) Fights perspiration, (2) Prevents odour, (3) Long-lasting freshness, (4) Adapts to your level of activity, (5) Low residue. The innovative formula delivers 30% more protection power than Right Guard 3D. The micro-encapsulated active ingredients release protection when you need it most. It keeps working for up to 48 hours for maximum confidence. Alcohol-free and dermatologically tested.",https://images-eu.ssl-images-amazon.com/images/I/41uilQRJQgL.jpg,1598420,139182,"Right Guard Total Defence 5 Clean Anti-Perspirant Deodorant Aerosol 250ml.,Keeps working for 48 hours for maximum confidence.,Fights perspiration and prevents odour.,Adapts to your level of activity, releasing protection when you need it most.,Long-lasting freshness.",1.83,"Skin Care","Regular Stores",NA,NA,,,"200 g"
96137390,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
96137383,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
5012583205203,B00QWSNFK6,"Right Guard",https://www.amazon.co.uk/dp/B00QWSNFK6,,https://images-eu.ssl-images-amazon.com/images/I/51hmRBFVIFL.jpg,108615904,1027653,"0% alcohol colourants,72 hours protection,For women",3.97,Categories,Beauty,"4.5 x 4.5 x 17.8 cm",4.5,4.5,17.8,"168 g"
96138335,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
5012583205074,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
96138342,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
50574483,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
8711600323520,B00HCL7O6S,Impulse,https://www.amazon.co.uk/dp/B00HCL7O6S,"<b> Impulse ""Very Pink"" Roses & Grapefruit, 75 ml </b> <p><br>With the <b> Impulse ""Very Pink"" Roses & Grapefruit Deodorant Spray, 75 ml </b> you feeling refreshed all day <br> and have therefore automatically good mood. <p><br>The fruity, fresh scent exudes a feminine touch and with its practical size <br> a great companion in any handbag. <p><br><br><b> delivery: </b> 1x Impulse deodorant ""Very Pink"" Roses & Grapefruit, 75 ml <br><br><br>",https://images-eu.ssl-images-amazon.com/images/I/41J7VcFZ2qL.jpg,,330012,"fruity, fresh scent,fits perfectly in any hand Czech,75 ml",3.27,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"9.1 g"
8718114233000,B00ZIR13G0,Impulse,https://www.amazon.co.uk/dp/B00ZIR13G0,"Multipack, Money saving listing consisting of 6 x Impulse Into Glamour Sandalwood & Vanilla Body Fragrance 75ml. 0",https://images-eu.ssl-images-amazon.com/images/I/31U4KmaswmL.jpg,,104282,"Gentle on your skin body spray Duft deodorant Body spray Dermatologically tested",8.32,"Deodorants & Anti-Perspirants","Bath & Body",NA,NA,,,"1 Grams"
5011321725164,B00LI42CUI,Aussie,https://www.amazon.co.uk/dp/B00LI42CUI,"Multipack, Money saving listing consisting of 24 x Aussie Miracle Moist Conditioner 75ml. Moisture infuser For hair that's dry / damaged / a bit unhappy With Australian Macadamia Nut Oil New formula with Aloe VeraRinse out with warm water. For best results, we suggest starting with Aussie Miracle Moist Shampoo before moving swiftly on to this fabulous conditioner.",https://images-eu.ssl-images-amazon.com/images/I/41DG%2BP-NdUL.jpg,,,,49.98,Conditioners,"Hair Care Products",NA,NA,,,NA
5011321724839,B00B9X8IQA,Aussie,https://www.amazon.co.uk/dp/B00B9X8IQA,"Aussie Miracle Moist Shampoo 75 ml Travel Pack",https://images-eu.ssl-images-amazon.com/images/I/11tf3aD1qqL.jpg,,132812,"Please be aware that unless expressly indicated otherwise, product packaging may vary from what is shown on this listing. We recommend that you do not rely solely on the information presented on our listing. Please always read the labels, warning and directions provided before using or consuming the product.",2.14,Shampoos,"Hair Care Products",NA,NA,,,"99.8 g"
05010724827536,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
7702018445448,B0753CQN12,GILLETTE,https://www.amazon.co.uk/dp/B0753CQN12,,https://images-eu.ssl-images-amazon.com/images/I/51aY0xLBjsL.jpg,,165075,,10.52,"Shaving & Hair Removal",Categories,NA,NA,,,NA
3401597004896,B0083U9XGQ,Mousticare,https://www.amazon.co.uk/dp/B0083U9XGQ,"Mousticare Skin Spray Infested Areas 75ml is a spray which allows to repel effectively the mosquitoes and insects in the infested areas and which is adapted to adults, pregnant women, and children.This spray contains p-Menthane-3,8 Diol, powerful repellent active of natural origin which protects you during 9 hours and is formulated in order to be used for the adults, pregnant women, children and infants from 6 months.It is very effective in infested areas and will allow to protect you from the mosquitoes which transport tropical diseases as : malaria, dengue, yellow fever, chikungunya and west nile.",https://images-eu.ssl-images-amazon.com/images/I/41%2BTis%2BLyvL.jpg,MQ7001,140821,"Mosquito & Insect Repellent,Deet Free,Suitable for Adults and Children over 6 months old,Up to 9 hours protection,Max Strength",5.99,"Styling Products","Hair Care",NA,NA,,,"104 Grams"
3401520698819,B00JJ4UH60,Mousticare,https://www.amazon.co.uk/dp/B00JJ4UH60,"Mousticare Family Spray All Areas 125ml is a repellent spray which allows to fight against the mosquitoes and the other insects, it is adapted for the whole family.This spray contains p-Menthane-3,8 Diol, powerful repellent active of natural origin which protects you during 6 hours and is formulated in order to be used for the adults, pregnant women, children and infants from 6 months. For the respect and the comfort of your skin, these wipes contain Organic Aloe Vera, which acts as a soothing and protecting active for the sensitive skins.",https://images-eu.ssl-images-amazon.com/images/I/41mBhWT%2BO5L.jpg,MQ7002,228618,"Mosquito & Insect Repellent,Deet Free,Suitable for Adults and Children over 6 months old,Up to 4 hours protection,Regular Strength",8.27,"Insect & Pest Repellents",Medication,NA,NA,,,"150 Grams"
3401551373181,B00CWPTY26,Mousticare,https://www.amazon.co.uk/dp/B00CWPTY26,"Mousticare Skin Spray Temperate Areas 50ml is a spray which allows to repel effectively the mosquitoes and insects in the tempperate areas and which is adapted to adults, pregnant women, and children.This spray contains p-Menthane-3,8 Diol, powerful repellent active of natural origin which protects you during 4 hours and is formulated in order to be used for the adults, pregnant women, children and infants from 6 months.It is very effective in infested areas and will allow to protect you from the mosquitoes which transport tropical diseases as : malaria, dengue, yellow fever, chikungunya and west nile.",https://images-eu.ssl-images-amazon.com/images/I/41TQtCcBNiL.jpg,MQ7004,622628,"Mosquito & Insect Repellent,Deet Free,Suitable for Adults and Children over 6 months old,Up to 4 hours protection,Regular Strength",4.99,"Waterproofing & Cleaning","Medication & Remedies",NA,NA,,,"80 Grams"
5025970003726,B01GHV604K,Nivea,https://www.amazon.co.uk/dp/B01GHV604K,,https://images-eu.ssl-images-amazon.com/images/I/513gZ4rSj-L.jpg,,5767,"NIVEA Caring Shower Cream Rich Moisture Soft 50ml^NIVEA Refreshing Cleansing Wipes 25 wipes^NIVEA Pearl & Beauty Anti-Perspirant 50ml^NIVEA Soft Refreshingly Soft Moisturising Cream 25ml^NIVEA Lip Essential Care 4.8g",6.50,"Gift Sets","Skin Care",NA,NA,,,"481 g"
5025970025834,B00LPQY1ZS,"Nivea for Men",https://www.amazon.co.uk/dp/B00LPQY1ZS,,,,,,,Categories,"Everything Else",NA,NA,,,NA
42126690,B007HK96RO,Nivea,https://www.amazon.co.uk/dp/B007HK96RO,"NIVEA W DEOD AERO PEARL 35ML Full description coming soon!!! ALWAYS READ THE LABEL FOR ALL MEDICINAL PRODUCTS. Consult your Doctor or Pharmacist if you are taking other medication",https://images-eu.ssl-images-amazon.com/images/I/212xdlVRKaL.jpg,2310266,,"Smooth & beautiful underarms,Contains pearl extract,Skin tolerance dermatologically approved",3.89,Categories,"Bath & Body","3.5 x 3.5 x 9.4 cm",3.5,3.5,9.4,"40.8 g"
42184799,B007HKZ8WQ,"Nivea for Men",https://www.amazon.co.uk/dp/B007HKZ8WQ,,https://images-eu.ssl-images-amazon.com/images/I/41HE3VVGihL.jpg,,595775,,3.99,Categories,"Everything Else",NA,NA,,,"40.8 g"
7702018015252,B009BO39MW,Gillette,https://www.amazon.co.uk/dp/B009BO39MW,"For soft and satiny smooth skin formulated without perfume or colourants to minimize the risk of skin irritations. Specially designed for sensitive skin, it leaves your skin feeling soft and satiny smooth each time you shave. To use: TBC",https://images-eu.ssl-images-amazon.com/images/I/416-GUfVFqL.jpg,GIL1172T,20709,"Satin Care Sensitive Skin, with aloe vera, is designed for sensitive skin,Smooth glide for protection against nicks and cuts,For enhanced results, use with Gillette Venus razors",3.44,"Bath and Body",Pre-Treatments,NA,NA,,,"450 Grams"
7702018980857,B0078D5J2G,2cddesigns,https://www.amazon.co.uk/dp/B0078D5J2G,"A sexy pair of PVC thigh high boots in mens sizes 9-13, a very sexy and sturdy pair of pvc boots. Sexy tie up lace at the back adds to the look of these stunning pvc boots. Designed for nights out or nights in these pvc thigh boots will not fail to attract attention.",https://images-eu.ssl-images-amazon.com/images/I/31r75gYjmzL.jpg,,,"Sexy pvc thigh boots in mens sizes 9-13,Ideal for dressing for a naughty night out on the town or in the bedroom,Sexy tie up back adds to the glamour of these pvc thigh boots in mens sizes,Very sturdy, made to take extra weight,Sexy silver heels make these thigh high boots sexy as any",6.54,Boots,"Men's Shoes",NA,NA,,,"132 g"
4056800633708,B001RYWGK0,Silvikrin,https://www.amazon.co.uk/dp/B001RYWGK0,"Long lasting hold for your style. Hair keeps its natural look. Remains flexible for instant style changes. Does not dry out or damage hair.",https://images-eu.ssl-images-amazon.com/images/I/41dDoYh7w2L.jpg,81518692,27957,"UK's no. 1 Hairspray Endorsement - Prima Beauty Awards 2008,Does not dry out your hair,No stickiness,Helps to provide UV protection,Brushes out easily",1.12,"Hair Sprays","Styling Products","3.5 x 15.2 x 3.5 cm",3.5,15.2,3.5,"81.6 g"
4056800633418,B001RYOT14,Silvikrin,https://www.amazon.co.uk/dp/B001RYOT14,"Long lasting hold for your style. Hair keeps its natural look. Remains flexible for instant style changes. Does not dry out or damage hair.",https://images-eu.ssl-images-amazon.com/images/I/41SudvjUnfL.jpg,100689183,,"Workable volume that lasts all day,Natural touch without stickiness,Reliable strong hold,It helps to provide UV protection",1.50,"Hair Sprays","Styling Products",NA,NA,,,NA
4056800633760,B06X1FD6DJ,Silvikrin,https://www.amazon.co.uk/dp/B06X1FD6DJ,,https://images-eu.ssl-images-amazon.com/images/I/41XPMOXdsvL.jpg,81369115,69930,"Gives reliable, long-lasting and natural hold,Keeps your style flexible,Distributes evenly and penetrates deep into your hairstyle,Helps to provide UV protection,Natural touch without stickiness",3.99,"Hair Oils","Hair Care Products","25 x 25 x 25 cm",25,25,25,"490 g"
96119143,NA,,https://www.amazon.co.uk/dp/NA,,,,,,,,,NA,NA,,,NA
5060120160591,B00BCJFDFK,Xpel,https://www.amazon.co.uk/dp/B00BCJFDFK,"Xpel Bite And Sting Relief Aerosol 1 x 100ml Xpel Bite and Sting Relief Aerosol is a soothing balm specially formulated to help ease the itch sensation caused by most insect bites and stings. Also aides to cleanse and disinfect the affected area, helping to prevent secondary infections.",https://images-eu.ssl-images-amazon.com/images/I/41YmUA2OxhL.jpg,40019,85406,"Tropical formula with long lasting protraction,Help ease the itch sensation caused by most insect bites and stings,Also aides to cleanse and disinfect the affected area,Helping to prevent secondary infections,Against animal testing",3.39,"Insect & Pest Repellents",Medication,NA,NA,,,"99.8 g"
5060120160584,B00FREO636,Xpel,https://www.amazon.co.uk/dp/B00FREO636,"Apply for long lasting effective protection from mosquito's and other flying and biting insects. This product will protect for up to 4 hours per application, but the degree of protection will depend on factors such as perspiration, bathing and wiping off.",https://images-eu.ssl-images-amazon.com/images/I/416GuLqmoSL.jpg,40016,112806,"Tropical formula with long lasting protraction,Lasts up to an impressive 4 hours,Repels mosquito, flying insects and bugs,Without preservative, fragrance and hypoallergenic,Handy travel size bottle",4.63,"Insect & Pest Repellents",Categories,NA,NA,,,"90.7 g"
