name,asin,Good,Good_S,VeryGood_S,Acceptable_S,LIKEnew_S,VeryGood,Acceptable,LIKEnew,isbn,ean,title,Product_Page_Link,brand,Publisher,manufacturer,publicationdate,Edition,numberofpages,salesrank,New_MFN_Price,packagedimensions_height,packagedimensions_length,packagedimensions_width,packagedimensions_weight,itemdimensions_height,itemdimensions_length,itemdimensions_width,itemdimensions_weight,label,buybox_price,totalnew,totalused,totalcollectible,totalrefurbished,status1
"Library - Back 3rd Bedroom",096543625X,5.00,0.00,0.00,,,5.00,,,096543625X,9780965436250,"A Grammar Book for You and I...Oops, Me!",https://www.amazon.com/dp/096543625X,,Capital,Capital,2002,,430,1052479,$10.90,120,890,590,120,,,,,Capital,,15,93,3,0,11
"Library - Back 3rd Bedroom",0887306012,4.80,0.00,0.00,0.00,3.99,3.99,4.80,0.01,0887306012,9780887306013,"Managing the Non-Profit Organization: Principles and Practices",https://www.amazon.com/dp/0887306012,,Collins,Collins,1992-08-03,Reprint,256,1961139,$4.00,60,790,520,45,800,531,58,,Collins,$4.00,15,104,4,0,11
"Library - Back 3rd Bedroom",0679449329,0.80,3.99,0.00,3.96,,4.80,0.94,,0679449329,9780679449324,"Practical Intuition: How to Harness the Power of Your Instinct and Make It Work for You",https://www.amazon.com/dp/0679449329,,"Villard Books/Random House","Villard Books/Random House",1996-09-09,1st,208,969683,$6.99,60,910,600,50,1000,650,100,88,"Villard Books/Random House",$13.40,33,205,6,0,11
"Library - Back 3rd Bedroom",0684849909,0.81,3.99,3.99,0.00,,0.81,4.99,,0684849909,9780684849904,"Managing a Nonprofit Organization in the Twenty-First Century",https://www.amazon.com/dp/0684849909,,"Fireside / Simon & Schuster","Fireside / Simon & Schuster",1999-06-15,"Revised & Updated",368,346395,$6.00,100,830,550,70,844,550,90,99,"Fireside / Simon & Schuster",$12.21,15,129,2,0,11
"Library - Back 3rd Bedroom",1840851406,6.90,0.00,3.99,,,2.99,,,1840851406,9781840851403,"General Certificate of Secondary Education Punctuation and Grammar Book (GCSE Essentials)",https://www.amazon.com/dp/1840851406,,"Letts Educational","Letts Educational",1998-09-01,2nd,,16292818,$17.28,30,820,560,35,,,,,"Letts Educational",,2,7,0,0,11
"Library - Back 3rd Bedroom",0787968064,18.50,3.99,0.00,3.99,3.99,45.49,14.95,18.00,0787968064,9780787968069,"Beyond Neutrality: Confronting the Crisis in Conflict Resolution",https://www.amazon.com/dp/0787968064,Mayer,Jossey-Bass,Jossey-Bass,2004-05-21,1,336,851679,$37.95,130,900,600,115,933,630,116,122,Jossey-Bass,$47.98,37,23,1,0,11
"Library - Back 3rd Bedroom",0312003617,5.59,0.00,0.00,0.00,,5.59,4.99,,0312003617,9780312003616,"Elements of Argument: A Text and Reader",https://www.amazon.com/dp/0312003617,,"St. Martin's Press","St. Martin's Press",1988,2nd,529,11788352,$16.18,110,920,610,145,,,,,"St. Martin's Press",,6,29,0,0,11
"Library - Back 3rd Bedroom",0068484477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
"Library - Back 3rd Bedroom",0307716899,3.05,3.99,3.99,3.99,,4.98,3.05,,0307716899,9780307716897,"Getting More: How to Negotiate to Achieve Your Goals in the Real World",https://www.amazon.com/dp/0307716899,,"Crown Business","Crown Business",2010-12-28,1,416,454666,$23.95,150,930,640,145,950,642,142,141,"Crown Business",,17,88,3,0,11
"Library Front 2nd Bedroom",0971803986,6.28,3.99,0.00,,3.99,5.19,,7.90,0971803986,9780971803985,"Profitable Trade Show Exhibiting",https://www.amazon.com/dp/0971803986,"Brand: The Lawrence Group LLC","The Lawrence Group LLC","The Lawrence Group LLC",2005-06-01,,160,10378557,$14.99,50,830,540,60,,,,,"The Lawrence Group LLC",$14.99,4,6,1,0,11
"Library Front 2nd Bedroom",0471165689,5.98,0.00,0.00,0.00,,5.99,5.99,,0471165689,9780471165682,"Guerrilla Trade Show Selling: New Unconventional Weapons and Tactics to Meet More People, Get More Leads, and Close More Sales (Guerrilla Marketing Series)",https://www.amazon.com/dp/0471165689,Levinson,Wiley,Wiley,1997-04-15,1,320,1175761,$6.80,87,890,598,97,907,594,83,96,Wiley,$40.82,32,44,4,0,11
"Library Front 2nd Bedroom",1861971265,1.99,3.99,0.00,0.00,5.45,5.99,5.99,7.35,1861971265,9781861971265,"Guide to Business Modelling",https://www.amazon.com/dp/1861971265,"Brand: Bloomberg Press","Bloomberg Press","Bloomberg Press",2001-07,1,272,6192973,$46.63,94,1000,772,176,1014,780,88,107,"Bloomberg Press",,2,22,0,0,11
"Library Front 2nd Bedroom",0716741644,5.99,0.00,0.00,0.00,3.99,5.99,5.99,8.49,0716741644,9780716741640,"Infosense: Turning Information Into Knowledge",https://www.amazon.com/dp/0716741644,,"W. H. Freeman","W. H. Freeman",2001-05-14,,240,4663930,$8.50,61,921,611,83,928,608,62,78,"W. H. Freeman",$12.49,5,14,0,0,11
"Library Front 2nd Bedroom",1861973918,6.16,0.00,0.00,3.99,3.99,6.16,2.50,3.49,1861973918,9781861973917,"Guide to Analysing Companies, Third Edition",https://www.amazon.com/dp/1861973918,"Brand: Bloomberg Press","Bloomberg Press","Bloomberg Press",2002-02,3,304,1040119,$4.46,130,860,580,110,864,572,117,,"Bloomberg Press",$4.46,8,17,0,0,11
"Library Front 2nd Bedroom",1556526970,3.99,1.00,0.00,3.96,,5.99,1.02,,1556526970,9781556526978,"Why There's Antifreeze in Your Toothpaste: The Chemistry of Household Ingredients",https://www.amazon.com/dp/1556526970,"Simon Quellen Field","Chicago Review Press","Chicago Review Press",2007-11-01,10.2.2007,288,774861,$7.01,60,890,590,85,900,600,56,85,"Chicago Review Press",$11.99,46,74,1,0,11
"Library Front 2nd Bedroom",0517161877,19.95,3.95,0.00,3.99,0.00,23.89,43.42,38.44,0517161877,9780517161876,"The Pipe Book: A Guide to Nearly Every Pipe Created.",https://www.amazon.com/dp/0517161877,,Gramercy,Gramercy,2000-10-03,0,288,898282,$42.95,150,930,580,85,975,650,100,,Gramercy,,7,15,0,0,11
"Library Front 2nd Bedroom",0965606821,6.48,0.00,0.00,,3.99,6.48,,4.01,0965606821,9780965606820,"Being Logical a Guide To Good Thinking",https://www.amazon.com/dp/0965606821,,"Random House","Random House",2004,,137,4987003,$144.36,50,810,550,25,,,,,"Random House",,1,10,0,0,11
"Library Front 2nd Bedroom",0521626307,19.72,0.00,0.00,,3.99,19.71,,44.81,0521626307,9780521626309,"Shelf Life: Supermarkets and the Changing Cultures of Consumption",https://www.amazon.com/dp/0521626307,"Brand: Cambridge University Press","Cambridge University Press","Cambridge University Press",1998-07-28,,282,5975150,$31.70,74,902,600,90,898,598,75,90,"Cambridge University Press",$31.70,17,9,0,0,11
"Library Front 2nd Bedroom",0671885782,4.30,0.00,0.00,,3.99,4.42,,1.00,0671885782,9780671885786,"Can You Trust a Tomato in January?",https://www.amazon.com/dp/0671885782,"Vince Staten",Touchstone,Touchstone,1994-07-06,"2nd Printing",240,3017543,$4.98,60,836,596,65,844,550,50,65,Touchstone,$16.95,26,32,2,0,11
"Library Front 2nd Bedroom",0936889314,3.18,3.99,0.00,,,7.17,,,0936889314,9780936889313,"Everybody Eats: Supermarket Consumers in the 1990s",https://www.amazon.com/dp/0936889314,,"Amer Demographics Books","Amer Demographics Books",1995-03-01,,,16965865,,70,910,610,60,950,625,75,,"Amer Demographics Books",,0,5,0,0,11
"Library Front 2nd Bedroom",0470834692,5.98,0.00,0.00,3.99,3.99,5.99,18.00,5.33,0470834692,9780470834695,"Powerful Exhibit Marketing: The Complete Guide to Successful Trade Shows, Conferences, and Consumer Shows",https://www.amazon.com/dp/0470834692,,Wiley,Wiley,2005-02-28,1,320,1658563,$6.17,73,925,613,128,906,610,79,94,Wiley,$6.27,16,19,1,0,11
"Library Front 2nd Bedroom",0471151351,5.99,0.00,0.00,,3.99,5.49,,3.00,0471151351,9780471151357,"Being the Shopper: Understanding the Buyer's Choice",https://www.amazon.com/dp/0471151351,,Wiley,Wiley,2002-06-11,1,245,4037883,$5.20,94,913,614,115,953,626,89,114,Wiley,$8.40,12,14,2,0,11
"Library Front 2nd Bedroom",0964622106,1.99,3.99,3.99,3.99,0.00,14.90,1.99,61.50,0964622106,9780964622104,"Produce Facts --What Your Mother Maybe Didn't Tell You",https://www.amazon.com/dp/0964622106,"Brand: Comella Press","Comella Press","Comella Press",1995,,198,1550319,$63.34,60,890,610,65,,,,,"Comella Press",,3,15,4,0,11
"Library Front 2nd Bedroom",1578661129,7.97,0.00,0.00,,3.99,37.56,,5.00,1578661129,9781578661121,"The Bargain Hunter's Handbook: How to Buy Just About Anything for Next to Nothing",https://www.amazon.com/dp/1578661129,,Galahad,Galahad,2002,,192,1908793,$5.95,94,906,614,106,925,600,100,,Galahad,,7,10,1,0,11
"Library Front 2nd Bedroom",1886444064,4.07,0.00,0.00,,3.99,3.35,,0.01,1886444064,9781886444065,"The CareWise Guide: Self-Care from Head to Toe",https://www.amazon.com/dp/1886444064,,"Acamedia Press, a division of CareWise, Inc.","Acamedia Press, a division of CareWise, Inc.",2002-11-01,"English Language",368,5054693,$2.94,20,910,710,70,,,,,"Acamedia Press, a division of CareWise, Inc.",,34,61,1,0,11
"Library Front 2nd Bedroom",0452010713,6.83,0.00,,3.99,,,2.84,,0452010713,9780452010710,"Strategy: Second Revised Edition (Meridian)",https://www.amazon.com/dp/0452010713,,Plume,Plume,1991-03-30,Revised,448,72671,$12.30,110,790,530,95,796,531,95,83,Plume,$16.00,39,79,2,0,11
"Library Front 2nd Bedroom",0415113202,29.99,0.00,3.99,3.99,0.00,25.99,26.02,47.48,0415113202,9780415113205,"The Myth of the Framework : In Defence of Science and Rationality",https://www.amazon.com/dp/0415113202,,Routledge,Routledge,1994-12-05,0,176,1851190,$73.60,90,860,550,100,1000,800,200,,Routledge,,8,15,0,0,11
"Library Front 2nd Bedroom",0201628783,5.99,0.00,0.00,,0.00,5.99,,9.80,0201628783,9780201628784,"Succeeding With Objects: Decision Frameworks for Project Management",https://www.amazon.com/dp/0201628783,,Addison-Wesley,Addison-Wesley,1995-05-01,1st,542,3897130,$9.80,130,930,770,260,975,800,125,,Addison-Wesley,$9.80,8,22,0,0,11
"Library Front 2nd Bedroom",1886284466,1.76,3.99,3.99,0.00,,3.00,5.75,,1886284466,9781886284463,"Simplified Strategic Planning: The No-Nonsense Guide for Busy People Who Want Results Fast",https://www.amazon.com/dp/1886284466,"Brand: Chandler House Press","Chandler House Press","Chandler House Press",2000-09,unknown,239,528869,$9.66,70,890,750,80,900,600,100,100,"Chandler House Press",$16.46,45,72,1,0,11
"Library Front 2nd Bedroom",0060168889,5.40,0.00,0.00,0.00,,5.40,5.99,,0060168889,9780060168889,"Complexification: Explaining a Paradoxical World Through the Science of Surprise",https://www.amazon.com/dp/0060168889,,HarperCol,HarperCol,1994-01-15,1st,320,1837824,$2.96,110,950,680,125,950,650,125,,HarperCol,$14.50,18,59,7,0,11
"Library Front 2nd Bedroom",3527305203,8.88,0.00,0.00,0.00,3.99,91.79,609.70,186.91,3527305203,9783527305209,"Laundry Detergents",https://www.amazon.com/dp/3527305203,"Brand: Wiley-VCH",Wiley-VCH,Wiley-VCH,2002-03-12,,288,2823833,$98.45,90,970,680,130,974,689,72,110,Wiley-VCH,$98.93,20,11,0,0,11
"Library Front 2nd Bedroom",0977140008,5.99,0.00,0.00,0.00,3.99,5.99,5.99,3.75,0977140008,9780977140008,"Data Modeling Made Simple: A Practical Guide for Business & Information Technology Professionals",https://www.amazon.com/dp/0977140008,"Brand: Technics Publications","Technics Publications","Technics Publications",2007-06-15,,144,1313165,$19.94,47,992,677,71,1006,717,37,70,"Technics Publications",,6,25,2,0,11
"Library Front 2nd Bedroom",0123737265,5.98,0.00,0.00,,,5.99,,,0123737265,9780123737267,"Business Metadata: Capturing Enterprise Knowledge",https://www.amazon.com/dp/0123737265,"William H Inmon","Morgan Kaufmann","Morgan Kaufmann",2007-10-11,1,312,1947786,$55.08,94,906,740,159,912,750,71,155,"Morgan Kaufmann",$65.95,16,34,0,0,11
"Library Front 2nd Bedroom",1555711545,0.60,3.99,3.99,,3.99,2.95,,4.99,1555711545,9781555711542,"The successful business plan: Secrets & strategies (PSI successful business library)",https://www.amazon.com/dp/1555711545,,"Oasis Press/PSI Research","Oasis Press/PSI Research",1991,1st,307,12959442,$64.00,94,1071,811,203,1060,80,830,,"Oasis Press/PSI Research",,4,17,1,0,11
"Library Front 2nd Bedroom",027365022X,0.85,3.99,0.00,3.99,,5.99,0.85,,027365022X,9780273650225,"FT Guide to Strategy (2nd Edition)",https://www.amazon.com/dp/027365022X,"FT Press","FT Press","FT Press",2000-09-28,2,320,6347811,$8.00,90,910,610,130,920,620,84,126,"FT Press",$9.95,13,18,0,0,11
"Library Front 2nd Bedroom",0070531331,4.92,0.00,0.00,,0.00,4.99,,4.99,0070531331,9780070531338,"Strategy Pure & Simple II: How Winning Companies Dominate Their Competitors",https://www.amazon.com/dp/0070531331,"Michel Robert","McGraw-Hill Education","McGraw-Hill Education",1997-11-22,1,269,623739,$13.59,100,890,590,105,930,620,7,140,"McGraw-Hill Education",$18.69,25,64,3,0,11
"Library Front 2nd Bedroom",0066211298,5.99,0.00,0.00,,0.00,5.59,,5.99,0066211298,9780066211299,"The Strategy Machine: Building Your Business One Idea at a Time",https://www.amazon.com/dp/0066211298,,Collins,Collins,2002-06,1st,256,9503358,$2.40,100,910,590,115,900,600,95,,Collins,$2.99,11,20,2,0,11
"Library Front 2nd Bedroom",1857881672,2.99,3.99,3.99,,3.99,3.00,,13.50,1857881672,9781857881677,"The 80/20 Principle: The Secret of Achieving More with Less",https://www.amazon.com/dp/1857881672,,"Nicholas Brealey Publishing","Nicholas Brealey Publishing",1997,,288,6132013,$72.79,110,906,622,123,,,,,"Nicholas Brealey Publishing",,3,10,0,0,11
"Library Front 2nd Bedroom",0916308502,5.99,0.00,0.00,,,5.49,,,0916308502,9780916308506,"The Fail-proof Enterprise: A Success Model For Entrepreneurs",https://www.amazon.com/dp/0916308502,,"Ihc Books","Ihc Books",2004-08-31,0,268,6030632,$1.13,80,890,600,90,875,600,75,,"Ihc Books",$5.64,6,10,2,0,11
"Library Front 2nd Bedroom",1578140072,,,3.99,,0.00,13.11,,17.09,1578140072,9781578140077,"Target 2000: The Rising Tide of TechnoMarketing",https://www.amazon.com/dp/1578140072,,"Retail Systems Consulting","Retail Systems Consulting",1998-01-28,"First Edition",279,11497110,$13.26,100,900,620,150,,,,,"Retail Systems Consulting",,6,4,0,0,11
"Library Front 2nd Bedroom",1841121800,8.42,0.00,0.00,,3.99,6.88,,14.94,1841121800,9781841121802,"The Ultimate Strategy Library: The 50 Most Influential Strategic Ideas of All Time",https://www.amazon.com/dp/1841121800,"Brand: Capstone",Capstone,Capstone,2003-03-14,1,264,2611927,$6.95,79,913,606,97,927,626,82,94,Capstone,$16.34,25,19,1,0,11
"Library Front 2nd Bedroom",0470462264,7.00,3.99,0.00,,0.00,10.99,,21.00,0470462264,9780470462263,"The Data Asset: How Smart Companies Govern Their Data for Business Success",https://www.amazon.com/dp/0470462264,,Wiley,Wiley,2009-06-22,1,240,648184,$19.00,90,890,620,95,930,630,82,95,Wiley,$35.14,37,32,0,0,11
"Library Front 2nd Bedroom",1558609172,8.32,0.00,0.00,,3.99,9.00,,19.99,1558609172,9781558609174,"Semantics in Business Systems: The Savvy Manager's Guide (The Savvy Manager's Guides)",https://www.amazon.com/dp/1558609172,"Brand: Morgan Kaufmann","Morgan Kaufmann","Morgan Kaufmann",2003-09-24,1,397,2639509,$21.40,79,882,591,123,900,600,96,125,"Morgan Kaufmann",$21.40,17,15,0,0,11
"Library Front 2nd Bedroom",0321491718,5.98,0.00,3.99,3.99,3.99,1.99,2.99,18.95,0321491718,9780321491718,"Information Trapping: Real-Time Research on the Web",https://www.amazon.com/dp/0321491718,,"New Riders","New Riders",2006-12-17,1,328,3394575,$22.00,90,890,700,95,888,700,69,111,"New Riders",$22.00,9,19,1,0,11
"Library Front 2nd Bedroom",1422119122,5.19,3.99,3.99,0.00,3.98,8.65,9.17,14.95,1422119122,9781422119129,"Data Driven: Profiting from Your Most Important Business Asset",https://www.amazon.com/dp/1422119122,"Redman, Thomas C.","Harvard Business Review Press","Harvard Business Review Press",2008-08-19,,272,707720,$17.07,130,940,650,132,950,625,100,134,"Harvard Business Review Press",$25.00,37,36,0,0,11
"Library Front 2nd Bedroom",1557531943,20.10,0.00,0.00,3.99,,14.88,24.00,,1557531943,9781557531940,"Business in a Virtual World",https://www.amazon.com/dp/1557531943,"Brand: Purdue University Press","Purdue University Press","Purdue University Press",2001-01-01,1,252,10941296,$19.95,60,920,600,80,925,600,63,0,"Purdue University Press",$19.95,4,8,0,0,11
"Library Front 2nd Bedroom",0201570904,5.04,0.00,0.00,,3.99,4.99,,1.95,0201570904,9780201570908,"The Customer-driven Company: Moving From Talk To Action",https://www.amazon.com/dp/0201570904,,"Basic Books","Basic Books",1991-07-21,,308,3232910,$2.94,120,980,650,135,950,110,640,,"Basic Books",$3.99,19,70,4,0,11
"Library Front 2nd Bedroom",0743227905,4.99,0.00,3.99,0.00,,1.99,4.92,,0743227905,9780743227902,"The Big Red Fez: How To Make Any Web Site Better",https://www.amazon.com/dp/0743227905,,"Free Press","Free Press",2002-01-18,"1st Fireside Ed",112,619154,$6.00,26,844,550,44,844,550,30,36,"Free Press",$12.25,18,55,2,0,11
"Library Front 2nd Bedroom",1580970028,7.61,0.00,3.99,,3.99,3.93,,3.97,1580970028,9781580970020,"How America Fought Its Wars: Military Strategy From The American Revolution To The Civil War",https://www.amazon.com/dp/1580970028,"Brand: Da Capo Press","Da Capo Press","Da Capo Press",1999-03-21,"First Edition",496,1654302,$11.26,134,941,634,181,925,625,125,,"Da Capo Press",$29.09,8,36,2,0,11
"Library Front 2nd Bedroom",0324206240,1.99,3.99,0.00,0.00,0.00,5.99,5.99,5.99,0324206240,9780324206241,"Trade Show & Event Marketing: Plan, Promote & Profit",https://www.amazon.com/dp/0324206240,,"South-Western Educational Pub","South-Western Educational Pub",2005-02-15,1,352,1411126,$29.80,150,910,610,155,925,625,150,156,"South-Western Educational Pub",$35.43,29,28,0,0,11
"Library Front 2nd Bedroom",073820045X,7.99,0.00,0.00,3.99,,7.99,19.99,,073820045X,9780738200453,"Delivering Profitable Value: A Revolutionary Framework To Accelerate Growth, Generate Wealth, And Rediscover The Heart Of Business",https://www.amazon.com/dp/073820045X,"Brand: Basic Books","Basic Books","Basic Books",1998-10-09,,336,3067774,$48.72,134,937,654,146,1000,625,125,,"Basic Books",,6,11,0,0,11
"Library Front 2nd Bedroom",1552094251,4.01,0.00,,,,,,,1552094251,9781552094259,"Whisky: The Water of Life - Uisge Beatha",https://www.amazon.com/dp/1552094251,,"Firefly Books","Firefly Books",2000-10-07,First,224,635887,$9.84,90,1100,880,295,1125,875,100,,"Firefly Books",$9.84,10,61,3,0,11
"Library Front 2nd Bedroom",0684847434,5.97,0.00,0.00,0.00,,5.99,5.99,,0684847434,9780684847436,"Strategy Safari: A Guided Tour Through The Wilds of Strategic Management",https://www.amazon.com/dp/0684847434,,"Free Press","Free Press",1998-09-25,1st,416,1237382,$34.93,130,910,640,160,961,647,137,,"Free Press",,8,59,2,0,11
"Library Front 2nd Bedroom",0521869765,29.81,0.00,3.99,,0.00,25.83,,29.82,0521869765,9780521869768,"Problem Solving in Organizations: A Methodological Handbook for Business Students",https://www.amazon.com/dp/0521869765,,"Cambridge University Press","Cambridge University Press",2007-03-12,1,198,4261117,$51.40,63,976,685,123,972,685,67,124,"Cambridge University Press",,3,10,0,0,11
"Library Front 2nd Bedroom",0805353402,5.30,0.00,1.00,3.99,,4.30,1.47,,0805353402,9780805353402,"Object-Oriented Analysis and Design with Applications (2nd Edition)",https://www.amazon.com/dp/0805353402,,"Addison-Wesley Professional","Addison-Wesley Professional",1993-09-30,2,608,1808763,$6.00,120,930,740,240,948,776,160,244,"Addison-Wesley Professional",,13,110,2,0,11
"Library Front 2nd Bedroom",0814405517,4.99,0.00,0.00,,3.99,5.59,,7.99,0814405517,9780814405512,"Strategic Renaissance: New Thinking and Innovative Tools to Create Great Corporate Strategies...Using Insights from History and Science",https://www.amazon.com/dp/0814405517,"Brand: AMACOM",AMACOM,AMACOM,2000-05-10,1st,272,2462713,$12.95,120,910,600,105,925,550,125,,AMACOM,,12,18,1,0,11
"Library Front 2nd Bedroom",0340801514,1.80,3.99,3.99,3.99,,3.38,1.75,,0340801514,9780340801512,"Gcse Drama for Edexcel",https://www.amazon.com/dp/0340801514,,"Hodder & Stoughton","Hodder & Stoughton",2001-09-01,,232,8109497,$54.24,55,961,736,116,961,736,59,,"Hodder & Stoughton",,3,14,0,0,11
"Library Front 2nd Bedroom",1841120677,3.98,3.99,0.00,6.47,3.99,6.08,3.98,4.88,1841120677,9781841120676,"The Knowledge Advantage: 14 Visionaries Define Marketplace Success in the New Economy",https://www.amazon.com/dp/1841120677,"Brand: Capstone",Capstone,Capstone,2001-02-22,1,292,9086326,$2.99,110,930,630,175,965,640,112,110,Capstone,,5,19,0,0,11
"Library Front 2nd Bedroom",1883791006,4.99,0.00,0.00,0.00,,5.69,5.60,,1883791006,9781883791001,"Now You're Cooking: Everything a Beginner Needs to Know to Start Cooking Today",https://www.amazon.com/dp/1883791006,"Brand: Harlow n Ratner","Harlow & Ratner","Harlow & Ratner",1994-10-01,"1St Edition",319,594713,$9.00,130,900,630,190,950,650,125,,"Harlow & Ratner",$12.99,8,42,1,0,11
"Library Front 2nd Bedroom",0684800012,11.73,3.99,3.99,3.99,,11.74,11.74,,0684800012,9780684800011,"On Food and Cooking: The Science and Lore of the Kitchen",https://www.amazon.com/dp/0684800012,"Simon & Schuster",Scribner,Scribner,2004-11-23,"Revised, Updated",896,5558,$14.70,200,920,670,300,925,663,180,302,Scribner,$21.81,58,110,4,0,11
